"MHDM"	"MSVT"	"HPVT"	"LVT"	"GC"
"CK.31840"	"V20296"	"3"	""	""
"CK.31840"	"V29999"	"15"	""	""
"CK.31840"	"N28408"	"52,9"	""	""
"CK.31840"	"N04407"	"137,98"	""	""
"CK.31840"	"M201.0021"	"13,24"	""	""
"CK.31840"	"M201.0020"	"1,8"	""	""
"CK.31840"	"M9999"	"10"	""	""
"CK.31850"	"V20066"	"18"	""	""
"CK.31850"	"V20296"	"4"	""	""
"CK.31850"	"V29999"	"15"	""	""
"CK.31850"	"N28408"	"74,44"	""	""
"CK.31850"	"N04407"	"198,27"	""	""
"CK.31850"	"M201.0021"	"20,89"	""	""
"CK.31850"	"M201.0020"	"3,06"	""	""
"CK.31850"	"M9999"	"10"	""	""
"CK.31860"	"V20066"	"21"	""	""
"CK.31860"	"V20296"	"4"	""	""
"CK.31860"	"V29999"	"15"	""	""
"CK.31860"	"N28408"	"103,77"	""	""
"CK.31860"	"N04407"	"278,32"	""	""
"CK.31860"	"M201.0021"	"31,62"	""	""
"CK.31860"	"M201.0020"	"3,06"	""	""
"CK.31860"	"M9999"	"10"	""	""
"CK.31910"	"V20066"	"8"	""	""
"CK.31910"	"V20296"	"1"	""	""
"CK.31910"	"V29999"	"15"	""	""
"CK.31910"	"N28408"	"11,78"	""	""
"CK.31910"	"N04407"	"29,48"	""	""
"CK.31910"	"M201.0021"	"2,21"	""	""
"CK.31910"	"M201.0020"	"0,31"	""	""
"CK.31910"	"M9999"	"10"	""	""
"CK.31920"	"V20066"	"10"	""	""
"CK.31920"	"V20296"	"1"	""	""
"CK.31920"	"V29999"	"15"	""	""
"CK.31920"	"N28408"	"15,73"	""	""
"CK.31920"	"N04407"	"39,24"	""	""
"CK.31920"	"M201.0021"	"2,96"	""	""
"CK.31920"	"M201.0020"	"0,32"	""	""
"CK.31920"	"M9999"	"10"	""	""
"CK.31930"	"V20066"	"13"	""	""
"CK.31930"	"V20296"	"2"	""	""
"CK.31930"	"V29999"	"15"	""	""
"CK.31930"	"N28408"	"19,66"	""	""
"CK.31930"	"N04407"	"48,83"	""	""
"CK.31930"	"M201.0021"	"3,39"	""	""
"CK.31930"	"M201.0020"	"0,54"	""	""
"CK.31930"	"M9999"	"10"	""	""
"CK.31940"	"V20066"	"15"	""	""
"CK.31940"	"V20296"	"2"	""	""
"CK.31940"	"V29999"	"15"	""	""
"CK.31940"	"N28408"	"27,53"	""	""
"CK.31940"	"N04407"	"69,05"	""	""
"CK.31940"	"M201.0021"	"5,35"	""	""
"CK.31940"	"M201.0020"	"0,61"	""	""
"CK.31940"	"M9999"	"10"	""	""
"CK.31950"	"V20066"	"21"	""	""
"CK.31950"	"V20296"	"3"	""	""
"CK.31950"	"V29999"	"15"	""	""
"CK.31950"	"N28408"	"37,36"	""	""
"CK.31950"	"N04407"	"95,68"	""	""
"CK.31950"	"M201.0021"	"8,51"	""	""
"CK.31950"	"M201.0020"	"0,92"	""	""
"CK.31950"	"M9999"	"10"	""	""
"CK.31960"	"V20066"	"21"	""	""
"CK.31960"	"V20296"	"3"	""	""
"CK.31960"	"V29999"	"15"	""	""
"CK.31960"	"N28408"	"50,99"	""	""
"CK.31960"	"N04407"	"133,2"	""	""
"CK.32130"	"M9999"	"10"	""	""
"CK.32140"	"V20066"	"8"	""	""
"CK.32140"	"V20296"	"1,1"	""	""
"CK.32140"	"V29999"	"15"	""	""
"CK.32140"	"N28408"	"10,21"	""	""
"CK.32140"	"N04407"	"26,1"	""	""
"CK.32140"	"M201.0021"	"2,3"	""	""
"CK.32140"	"M201.0020"	"0,25"	""	""
"CK.32140"	"M9999"	"10"	""	""
"CK.32150"	"V20066"	"10"	""	""
"CK.32150"	"V20296"	"1,5"	""	""
"CK.32150"	"V29999"	"15"	""	""
"CK.32150"	"N28408"	"14,13"	""	""
"CK.32150"	"N04407"	"36,45"	""	""
"CK.32150"	"M201.0021"	"3,38"	""	""
"CK.32150"	"M201.0020"	"0,36"	""	""
"CK.32150"	"M9999"	"10"	""	""
"CK.32160"	"V20066"	"10"	""	""
"CK.32160"	"V20296"	"1,5"	""	""
"CK.32160"	"V29999"	"15"	""	""
"CK.32160"	"N28408"	"19,62"	""	""
"CK.32160"	"N04407"	"51,35"	""	""
"CK.32160"	"M201.0021"	"5,16"	""	""
"CK.32160"	"M201.0020"	"0,54"	""	""
"CK.32160"	"M9999"	"10"	""	""
"CK.32210"	"V20066"	"5"	""	""
"CK.32210"	"V20296"	"0,8"	""	""
"CK.32210"	"V29999"	"15"	""	""
"CK.32210"	"N28408"	"4,24"	""	""
"CK.32210"	"N04407"	"10,91"	""	""
"CK.32210"	"M201.0021"	"0,96"	""	""
"CK.32210"	"M201.0020"	"0,14"	""	""
"CK.32210"	"M9999"	"10"	""	""
"CK.32220"	"V20066"	"5"	""	""
"CK.32220"	"V20296"	"0,8"	""	""
"CK.32220"	"V29999"	"15"	""	""
"CK.32220"	"N28408"	"5,21"	""	""
"CK.32220"	"N04407"	"13,38"	""	""
"CK.32220"	"M201.0021"	"1,18"	""	""
"CK.32220"	"M201.0020"	"0,15"	""	""
"CK.32220"	"M9999"	"10"	""	""
"CK.32230"	"V20066"	"8"	""	""
"CK.32230"	"V20296"	"1,1"	""	""
"CK.32230"	"V29999"	"15"	""	""
"CK.32230"	"N28408"	"7,5"	""	""
"CK.32230"	"N04407"	"18,81"	""	""
"CK.32230"	"M201.0021"	"1,41"	""	""
"CK.32230"	"M201.0020"	"0,23"	""	""
"CK.32230"	"M9999"	"10"	""	""
"CK.32240"	"V20066"	"8"	""	""
"CK.32240"	"V20296"	"1,1"	""	""
"CK.32240"	"V29999"	"15"	""	""
"CK.32240"	"N28408"	"9,7"	""	""
"CK.32240"	"N04407"	"24,76"	""	""
"CK.32240"	"M201.0021"	"2,14"	""	""
"CK.32240"	"M201.0020"	"0,25"	""	""
"CK.32240"	"M9999"	"10"	""	""
"CK.32250"	"V20066"	"10"	""	""
"CK.32250"	"V20296"	"1,5"	""	""
"CK.32250"	"V29999"	"15"	""	""
"CK.32250"	"N28408"	"13,42"	""	""
"CK.32250"	"N04407"	"34,56"	""	""
"CK.32250"	"M201.0021"	"3,16"	""	""
"CK.32250"	"M201.0020"	"0,36"	""	""
"CK.32250"	"M9999"	"10"	""	""
"CK.32260"	"V20066"	"10"	""	""
"CK.32260"	"V20296"	"1,5"	""	""
"CK.32260"	"V29999"	"15"	""	""
"CK.32260"	"N28408"	"18,63"	""	""
"CK.32260"	"N04407"	"48,66"	""	""
"CK.32260"	"M201.0021"	"4,8"	""	""
"CK.32260"	"M201.0020"	"0,54"	""	""
"CK.32260"	"M9999"	"10"	""	""
"CK.41110"	"V20049"	"0,012"	""	""
"CK.41220"	"V20177"	"0,03"	""	""
"CK.41220"	"V20314"	"0,5"	""	""
"CK.41220"	"V29999"	"10"	""	""
"CK.41220"	"N28408"	"7,06"	""	""
"CK.41220"	"M201.0023"	"0,00045"	""	""
"CK.41220"	"M201.0026"	"0,00045"	""	""
"CK.41220"	"M201.0024"	"0,00045"	""	""
"CK.41220"	"M106.0101ks"	"0,01"	""	""
"CK.41220"	"M9999"	"5"	""	""
"CK.41230"	"V20049"	"0,015"	""	""
"CK.41230"	"V20136"	"0,005"	""	""
"CK.41230"	"V20205"	"0,004"	""	""
"CK.41230"	"V20204"	"0,002"	""	""
"CK.41230"	"V20334"	"0,005"	""	""
"CK.41230"	"V20147"	"0,001"	""	""
"CK.41230"	"V20173"	"0,04"	""	""
"CK.41230"	"V20177"	"0,03"	""	""
"CK.41230"	"V20314"	"0,5"	""	""
"CK.41230"	"V29999"	"10"	""	""
"CK.41230"	"N28408"	"11,6"	""	""
"CK.41230"	"M201.0023"	"0,00045"	""	""
"CK.41230"	"M201.0026"	"0,00045"	""	""
"CK.41230"	"M201.0024"	"0,00045"	""	""
"CK.41230"	"M106.0101ks"	"0,01"	""	""
"CK.41230"	"M9999"	"5"	""	""
"CK.41310"	"V20049"	"0,015"	""	""
"CK.41310"	"V20136"	"0,005"	""	""
"CK.41310"	"V20205"	"0,004"	""	""
"CK.41310"	"V20204"	"0,002"	""	""
"CK.41310"	"V20334"	"0,005"	""	""
"CK.41310"	"V20147"	"0,001"	""	""
"CK.41310"	"V20173"	"0,08"	""	""
"CK.41310"	"V20177"	"0,05"	""	""
"CK.41310"	"V20314"	"1"	""	""
"CK.41310"	"V29999"	"10"	""	""
"CK.41310"	"N28408"	"13,87"	""	""
"CK.41310"	"M201.0023"	"0,0005"	""	""
"CK.41310"	"M201.0026"	"0,0005"	""	""
"CK.41310"	"M201.0024"	"0,0005"	""	""
"CK.41310"	"M106.0101ks"	"0,027"	""	""
"CK.41310"	"M9999"	"5"	""	""
"CK.41320"	"V20049"	"0,015"	""	""
"CK.41320"	"V20136"	"0,005"	""	""
"CK.41320"	"V20205"	"0,004"	""	""
"CK.41320"	"V20204"	"0,002"	""	""
"CK.41320"	"V20334"	"0,005"	""	""
"CK.41320"	"V20147"	"0,001"	""	""
"CK.41320"	"V20173"	"0,08"	""	""
"CK.41320"	"V20177"	"0,05"	""	""
"CK.41320"	"V20314"	"1"	""	""
"CK.41320"	"V29999"	"10"	""	""
"CK.41320"	"N28408"	"15,8"	""	""
"CK.41320"	"M201.0023"	"0,0005"	""	""
"CK.41320"	"M201.0026"	"0,0005"	""	""
"CK.41320"	"M201.0024"	"0,0005"	""	""
"CK.41320"	"M106.0101ks"	"0,027"	""	""
"CK.41320"	"M9999"	"5"	""	""
"CK.41330"	"V20049"	"0,015"	""	""
"CK.41330"	"V20136"	"0,005"	""	""
"CK.41330"	"V20205"	"0,004"	""	""
"CK.41330"	"V20204"	"0,002"	""	""
"CK.41330"	"V20334"	"0,005"	""	""
"CK.41330"	"V20147"	"0,001"	""	""
"CK.41330"	"V20173"	"0,08"	""	""
"CK.41330"	"V20177"	"0,05"	""	""
"CK.41330"	"V20314"	"1"	""	""
"CK.41330"	"V29999"	"10"	""	""
"CK.41330"	"N28408"	"25,9"	""	""
"CK.41330"	"M201.0023"	"0,0005"	""	""
"CK.41330"	"M201.0026"	"0,0005"	""	""
"CK.41520"	"V20173"	"0,5"	""	""
"CK.41520"	"V20177"	"0,2"	""	""
"CK.41520"	"V20314"	"2"	""	""
"CK.41520"	"V29999"	"10"	""	""
"CK.41520"	"N28408"	"115,2"	""	""
"CK.41520"	"M201.0023"	"0,001"	""	""
"CK.41520"	"M201.0026"	"0,001"	""	""
"CK.41520"	"M201.0024"	"0,001"	""	""
"CK.41520"	"M9999"	"5"	""	""
"CK.41530"	"V20049"	"0,08"	""	""
"CK.41530"	"V20136"	"0,02"	""	""
"CK.41530"	"V20205"	"0,012"	""	""
"CK.41530"	"V20204"	"0,006"	""	""
"CK.41530"	"V20334"	"0,015"	""	""
"CK.41530"	"V20147"	"0,004"	""	""
"CK.41530"	"V20173"	"0,5"	""	""
"CK.41530"	"V20177"	"0,2"	""	""
"CK.41530"	"V20314"	"2"	""	""
"CK.41530"	"V29999"	"10"	""	""
"CK.41530"	"N28408"	"182,4"	""	""
"CK.41530"	"M201.0023"	"0,001"	""	""
"CK.41530"	"M201.0026"	"0,001"	""	""
"CK.41530"	"M201.0024"	"0,001"	""	""
"CK.41530"	"M9999"	"5"	""	""
"CK.41610"	"V20049"	"0,1"	""	""
"CK.41610"	"V20136"	"0,03"	""	""
"CK.41610"	"V20205"	"0,025"	""	""
"CK.41610"	"V20204"	"0,009"	""	""
"CK.41610"	"V20334"	"0,025"	""	""
"CK.41610"	"V20147"	"0,006"	""	""
"CK.41610"	"V20173"	"1"	""	""
"CK.41610"	"V20177"	"0,5"	""	""
"CK.41610"	"V20314"	"2"	""	""
"CK.41610"	"V29999"	"10"	""	""
"CK.41610"	"N28408"	"150,1"	""	""
"CK.41610"	"M201.0023"	"0,002"	""	""
"CK.41610"	"M201.0026"	"0,002"	""	""
"CK.41610"	"M201.0024"	"0,002"	""	""
"CK.41610"	"M9999"	"5"	""	""
"CK.41620"	"V20049"	"0,1"	""	""
"CK.41620"	"V20136"	"0,03"	""	""
"CK.41620"	"V20205"	"0,025"	""	""
"CK.41620"	"V20204"	"0,009"	""	""
"CK.41620"	"V20334"	"0,025"	""	""
"CK.41620"	"V20147"	"0,006"	""	""
"CK.41620"	"V20173"	"1"	""	""
"CK.41620"	"V20177"	"0,5"	""	""
"CK.41620"	"V20314"	"2"	""	""
"CK.41620"	"V29999"	"10"	""	""
"CK.41620"	"N28408"	"201,4"	""	""
"CK.41620"	"M201.0023"	"0,002"	""	""
"CK.41620"	"M201.0026"	"0,002"	""	""
"CK.41620"	"M201.0024"	"0,002"	""	""
"CK.41620"	"M9999"	"5"	""	""
"CK.41630"	"V20049"	"0,1"	""	""
"CK.41630"	"V20136"	"0,03"	""	""
"CK.41630"	"V20205"	"0,025"	""	""
"CK.41630"	"V20204"	"0,009"	""	""
"CK.41630"	"V20334"	"0,025"	""	""
"CK.41630"	"V20147"	"0,006"	""	""
"CK.41630"	"V20173"	"1"	""	""
"CK.41630"	"V20177"	"0,5"	""	""
"CK.41630"	"V20314"	"2"	""	""
"CK.41630"	"V29999"	"10"	""	""
"CK.41630"	"N28408"	"371,45"	""	""
"CK.41630"	"M201.0023"	"0,002"	""	""
"CK.41630"	"M201.0026"	"0,002"	""	""
"CK.41630"	"M201.0024"	"0,002"	""	""
"CK.41630"	"M9999"	"5"	""	""
"CK.41710"	"V20049"	"0,002"	""	""
"CK.41710"	"V20136"	"0,001"	""	""
"CK.41710"	"V20205"	"0,001"	""	""
"CK.41710"	"V20204"	"0,001"	""	""
"CK.41830"	"V20173"	"0,04"	""	""
"CK.41830"	"V20177"	"0,02"	""	""
"CK.41830"	"V20314"	"0,5"	""	""
"CK.41830"	"V29999"	"5"	""	""
"CK.41830"	"N28408"	"24,8"	""	""
"CK.41830"	"M201.0023"	"0,0001"	""	""
"CK.41830"	"M201.0026"	"0,0001"	""	""
"CK.41830"	"M9999"	"5"	""	""
"CK.41910"	"V20049"	"0,005"	""	""
"CK.41910"	"V20136"	"0,002"	""	""
"CK.41910"	"V20205"	"0,002"	""	""
"CK.41910"	"V20204"	"0,002"	""	""
"CK.41910"	"V20336"	"0,0005"	""	""
"CK.41910"	"V20147"	"0,002"	""	""
"CK.41910"	"V20173"	"0,06"	""	""
"CK.41910"	"V20177"	"0,04"	""	""
"CK.41910"	"V20314"	"1,5"	""	""
"CK.41910"	"V29999"	"10"	""	""
"CK.41910"	"N28408"	"16,2"	""	""
"CK.41910"	"M201.0023"	"0,00016"	""	""
"CK.41910"	"M201.0026"	"0,00016"	""	""
"CK.41910"	"M9999"	"5"	""	""
"CK.41920"	"V20049"	"0,005"	""	""
"CK.41920"	"V20136"	"0,002"	""	""
"CK.41920"	"V20205"	"0,002"	""	""
"CK.41920"	"V20204"	"0,002"	""	""
"CK.41920"	"V20336"	"0,0005"	""	""
"CK.41920"	"V20147"	"0,002"	""	""
"CK.41920"	"V20173"	"0,06"	""	""
"CK.41920"	"V20177"	"0,04"	""	""
"CK.41920"	"V20314"	"1,5"	""	""
"CK.41920"	"V29999"	"10"	""	""
"CK.41920"	"N28408"	"26,4"	""	""
"CK.41920"	"M201.0023"	"0,00016"	""	""
"CK.41920"	"M201.0026"	"0,00016"	""	""
"CK.41920"	"M9999"	"5"	""	""
"CK.41930"	"V20049"	"0,005"	""	""
"CK.41930"	"V20136"	"0,002"	""	""
"CK.41930"	"V20205"	"0,002"	""	""
"CK.41930"	"V20204"	"0,002"	""	""
"CK.41930"	"V20336"	"0,0005"	""	""
"CK.41930"	"V20147"	"0,002"	""	""
"CK.41930"	"V20173"	"0,06"	""	""
"CK.41930"	"V20177"	"0,04"	""	""
"CK.41930"	"V20314"	"1,5"	""	""
"CK.41930"	"V29999"	"10"	""	""
"CK.41930"	"N28408"	"48"	""	""
"CK.41930"	"M201.0023"	"0,00016"	""	""
"CK.41930"	"M201.0026"	"0,00016"	""	""
"CK.41930"	"M9999"	"5"	""	""
"TT1"	"VLTT1"	"1"	""	""
"TT2"	"VLTT2"	"1"	""	""
"TT2"	"N01307"	"1"	""	""
"TT3"	"VLTT3.1"	"1"	""	""
"TT3"	"VLTT3.2"	"1"	""	""
"TT3"	"N01307"	"1"	""	""
"TT3"	"MTT3"	"1"	""	""
"TT4"	"N01307"	"1"	""	""
"TT5"	"MTT5"	"1"	""	""
"TT6"	"N01307"	"1"	""	""
"TT6"	"MTT6"	"1"	""	""
"TT7"	"VLTT7"	"1"	""	""
"TT7"	"V19999"	"1"	""	""
"TT7"	"N01307"	"1"	""	""
"TT8"	"VLTT8"	"1"	""	""
"TT8"	"VLTT8"	"1"	""	""
"TT8"	"V19999"	"1"	""	""
"TT8"	"N01307"	"1"	""	""
"TT8"	"MTT8"	"1"	""	""
"TT8"	"M9999"	"1"	""	""
"TT9"	"N01307"	"1"	""	""
"TT9"	"MTT9"	"1"	""	""
"TT9"	"M9999"	"1"	""	""
